video,track_id,n_frames,first_frame,last_frame,path_len_px,net_disp_px,straightness,net_turn_deg,total_turn_deg,median_speed_px_per_frame,median_speed_px_per_s,mean_kappa,median_kappa,p90_kappa,max_kappa,min_radius_px,median_abs_omega_rad_s,p90_abs_omega_rad_s,max_abs_omega_rad_s,curvature_class,turn_class
MVI_20034,27,307,415,721,517.41,499.37,0.9651,14.67,410.12,0.834,20.86,0.038459,0.015074,0.115486,0.234832,4.26,0.67139,2.20071,4.19702,curved,gentle
MVI_20034,28,193,439,631,476.75,468.0,0.9816,67.5,351.16,1.048,26.2,0.041784,0.017439,0.110991,0.524641,1.91,0.71594,1.78041,7.03254,curved,sharp
MVI_20034,30,301,457,757,467.22,450.21,0.9636,2.79,620.2,1.004,25.11,0.049098,0.018283,0.127387,0.623167,1.6,0.65142,2.45924,9.50054,curved,straight
MVI_20034,31,302,499,800,500.09,484.81,0.9695,23.77,667.17,1.051,26.28,0.054323,0.024928,0.151668,0.466691,2.14,0.82951,2.82633,6.36638,curved,gentle
MVI_20034,32,205,523,727,540.3,531.79,0.9842,48.47,308.2,1.175,29.37,0.033571,0.014884,0.089995,0.305943,3.27,0.58645,2.07194,3.96125,curved,sharp
MVI_20034,33,187,541,727,592.86,583.81,0.9847,5.31,425.15,1.311,32.77,0.047899,0.012975,0.151014,0.475389,2.1,0.62625,3.20572,5.96234,straight,straight
MVI_20034,34,254,547,800,363.2,350.58,0.9652,22.54,444.34,0.815,20.38,0.051971,0.013395,0.179224,0.482238,2.07,0.62166,3.48951,6.81,curved,gentle
MVI_20034,35,230,571,800,450.6,439.13,0.9745,50.0,388.39,1.192,29.81,0.034557,0.014848,0.087892,0.229776,4.35,0.63746,1.99969,4.67042,curved,sharp
MVI_20034,36,193,589,781,508.14,499.41,0.9828,59.95,367.74,1.207,30.17,0.049267,0.008826,0.147959,0.613095,1.63,0.50967,2.09727,8.79599,curved,sharp
MVI_20034,37,212,589,800,127.49,109.75,0.8609,5.35,469.17,0.557,13.93,0.0983,0.069792,0.254841,0.387526,2.58,1.17052,3.48037,5.5658,curved,straight
MVI_20034,38,212,589,800,188.13,178.84,0.9506,2.02,502.18,0.671,16.78,0.059171,0.033696,0.128002,0.373562,2.68,0.90197,2.89411,6.15455,curved,straight
MVI_20034,39,170,631,800,490.04,480.82,0.9812,14.61,323.16,1.872,46.81,0.031731,0.011737,0.069279,0.270917,3.69,0.8489,1.99253,5.27887,straight,gentle
MVI_20034,40,116,685,800,309.09,301.63,0.9759,23.48,134.94,2.661,66.53,0.01078,0.008341,0.027307,0.051577,19.39,0.43563,1.0953,1.60678,curved,gentle
MVI_20034,41,116,685,800,121.35,105.04,0.8657,91.48,227.3,0.812,20.31,0.055625,0.040816,0.122379,0.294651,3.39,1.03352,2.56252,3.69736,curved,sharp
MVI_20034,42,110,691,800,70.22,63.11,0.8987,68.09,292.11,0.586,14.65,0.105075,0.072836,0.266011,0.391765,2.55,1.4433,4.09646,6.74507,curved,sharp
MVI_20034,43,92,709,800,42.9,31.83,0.7418,56.66,196.75,0.411,10.28,0.157214,0.140407,0.287758,0.528519,1.89,2.0994,4.00142,7.01947,static,static
MVI_20034,44,74,727,800,377.91,372.54,0.9858,17.47,68.8,4.637,115.93,0.005182,0.001703,0.015539,0.021414,46.7,0.27098,1.32564,1.65306,straight,gentle
MVI_20034,45,44,757,800,19.42,18.3,0.9425,18.82,45.35,0.462,11.55,0.163195,0.099592,0.363389,0.49156,2.03,1.30226,4.87544,6.16872,static,static
MVI_20034,46,44,757,800,13.94,10.08,0.723,6.45,6.45,0.286,7.14,0.122669,0.112957,0.140991,0.148,6.76,1.51534,1.78899,1.8574,static,static
MVI_20034,47,38,763,800,270.96,267.92,0.9888,7.81,33.4,8.011,200.28,0.002491,0.001027,0.006466,0.009123,109.62,0.15902,0.9944,1.32778,straight,straight
MVI_20034,48,731,1,731,367.94,328.22,0.892,31.88,129.12,0.134,3.34,0.008053,8.8e-05,0.027808,0.129142,7.74,0.00209,0.66308,4.19865,static,static
MVI_20034,49,421,231,651,546.41,526.65,0.9638,5.92,447.98,0.98,24.51,0.018316,0.00835,0.047803,0.229382,4.36,0.35643,1.38575,4.02904,curved,straight
MVI_20034,50,221,231,451,583.34,580.53,0.9952,1.24,77.69,1.217,30.41,0.003068,0.000111,0.009968,0.069893,14.31,0.00318,0.39183,1.91722,straight,straight
MVI_20035,1,157,1,157,217.07,213.34,0.9828,28.02,282.54,0.962,24.05,0.04184,0.018562,0.111207,0.223251,4.48,0.61288,2.11129,4.49953,curved,gentle
MVI_20035,2,115,1,115,118.12,109.89,0.9303,61.19,329.79,0.917,22.93,0.074525,0.04976,0.201347,0.43151,2.32,1.21336,3.19586,5.5181,curved,sharp
MVI_20035,3,67,1,67,38.7,35.86,0.9267,73.17,190.11,0.527,13.17,0.146265,0.12522,0.288192,0.524857,1.91,2.05534,4.58388,7.06594,curved,sharp
MVI_20035,4,37,1,37,32.26,30.73,0.9526,95.84,121.28,0.817,20.42,0.084913,0.077852,0.144279,0.342203,2.92,1.54358,2.71664,5.32263,curved,sharp
MVI_20035,5,13,1,13,8.49,7.03,0.828,105.67,105.67,0.666,16.66,0.244072,0.235954,0.416486,0.45207,2.21,3.93054,5.74072,6.06323,unknown,unknown
MVI_20035,6,228,2,229,544.62,525.5,0.9649,108.68,603.07,1.207,30.17,0.048513,0.021673,0.136329,0.3768,2.65,0.82379,2.92953,5.51314,curved,sharp
MVI_20035,7,183,71,253,488.52,473.3,0.9688,65.55,517.07,1.595,39.88,0.050994,0.016574,0.156271,0.358842,2.79,0.82999,3.59255,7.03677,curved,sharp
MVI_20035,8,187,139,325,512.4,506.32,0.9881,14.6,298.16,1.268,31.7,0.040041,0.010985,0.109975,0.289647,3.45,0.57069,2.63632,4.83587,straight,gentle
MVI_20035,9,157,181,337,457.93,408.28,0.8916,57.99,397.18,1.881,47.03,0.051788,0.011438,0.108071,0.668666,1.5,0.76754,2.837,11.20954,curved,sharp
MVI_20035,10,195,251,445,500.66,487.69,0.9741,128.27,547.62,1.494,37.36,0.057745,0.020775,0.178956,0.413133,2.42,0.79413,3.21264,5.94228,curved,sharp
MVI_20035,11,175,265,439,469.43,463.88,0.9882,18.68,215.51,1.381,34.52,0.023998,0.009361,0.065253,0.225815,4.43,0.40769,1.85597,3.15637,straight,gentle
MVI_20035,12,261,281,541,552.55,542.36,0.9816,25.62,386.1,0.895,22.37,0.0379,0.012205,0.110842,0.315764,3.17,0.49885,2.30548,4.41101,curved,gentle
MVI_20035,13,217,325,541,472.89,447.3,0.9459,43.36,564.8,1.08,27.01,0.065539,0.035254,0.155439,0.518881,1.93,1.121,3.24771,8.39517,curved,gentle
MVI_20035,14,255,341,595,534.02,519.54,0.9729,66.05,509.71,1.129,28.22,0.051456,0.009784,0.177483,0.402663,2.48,0.50462,2.95982,6.27087,curved,sharp
MVI_20035,15,221,381,601,556.14,542.97,0.9763,53.14,522.59,1.665,41.62,0.049186,0.018118,0.145684,0.42024,2.38,0.82393,3.2809,5.32904,curved,sharp
MVI_20035,16,181,439,619,467.84,462.79,0.9892,117.06,354.91,1.544,38.61,0.022402,0.009502,0.054768,0.19149,5.22,0.46355,1.76299,4.19867,curved,sharp
MVI_20035,17,179,441,619,445.51,430.0,0.9652,116.48,282.98,1.834,45.85,0.029735,0.009141,0.059794,0.366353,2.73,0.53825,1.7774,5.75349,curved,sharp
MVI_20035,18,257,471,727,518.47,506.77,0.9774,11.75,425.06,1.135,28.38,0.046711,0.014864,0.147508,0.543409,1.84,0.66861,2.24924,7.64531,straight,gentle
MVI_20035,19,199,493,691,510.34,503.63,0.9869,31.01,351.11,1.408,35.21,0.045051,0.011564,0.141715,0.425111,2.35,0.48815,2.77623,5.81316,curved,gentle
MVI_20035,20,227,501,727,510.67,497.28,0.9738,34.26,417.22,1.226,30.65,0.042779,0.012439,0.111701,0.435512,2.3,0.6306,2.33701,6.21335,curved,gentle
MVI_20035,21,193,535,727,468.67,464.52,0.9911,16.61,264.54,1.162,29.04,0.03278,0.009835,0.090769,0.28118,3.56,0.52684,1.7063,4.21445,straight,gentle
MVI_20035,22,187,541,727,466.93,461.06,0.9874,3.84,374.48,1.52,37.99,0.040823,0.012039,0.119345,0.406043,2.46,0.58386,2.13275,5.9634,straight,straight
MVI_20035,23,207,581,787,447.76,441.07,0.9851,10.07,362.95,1.13,28.24,0.037434,0.013449,0.106973,0.275134,3.63,0.58883,2.20673,3.72575,straight,gentle
MVI_20035,24,220,581,800,399.55,384.81,0.9631,20.18,451.72,1.44,36.01,0.040872,0.020126,0.103077,0.333767,3.0,0.74187,2.65969,4.53927,curved,gentle
MVI_20035,25,206,595,800,504.85,495.48,0.9814,110.35,493.97,1.368,34.21,0.036749,0.011692,0.09911,0.331168,3.02,0.53753,2.29404,4.44559,curved,sharp
MVI_20035,26,170,631,800,474.92,468.72,0.987,21.61,264.12,1.841,46.02,0.027585,0.006239,0.098418,0.182236,5.49,0.5958,2.3645,3.73277,curved,gentle
MVI_20035,27,150,651,800,332.62,327.1,0.9834,41.26,236.53,2.306,57.64,0.024528,0.009741,0.056424,0.209209,4.78,0.59322,2.16002,4.64877,curved,gentle
MVI_20035,28,130,671,800,476.74,472.21,0.9905,35.57,169.18,2.726,68.16,0.016885,0.004474,0.052201,0.086402,11.57,0.46231,1.80544,2.78431,curved,gentle
MVI_20035,29,104,697,800,410.57,408.14,0.9941,22.09,99.22,2.677,66.92,0.01068,0.002538,0.034828,0.066847,14.96,0.26552,1.59576,2.51236,curved,gentle
MVI_20035,30,19,1,19,134.85,133.69,0.9914,17.01,36.6,7.442,186.05,0.005738,0.004019,0.010552,0.0117,85.47,0.79508,1.62935,1.74566,straight,gentle
MVI_20035,31,49,1,49,260.11,259.29,0.9968,1.64,52.92,4.88,122.0,0.006577,0.002553,0.016513,0.047795,20.92,0.29059,1.37826,2.28302,straight,straight
MVI_20035,32,61,1,61,472.38,470.35,0.9957,14.14,51.49,6.981,174.51,0.004306,0.001155,0.015202,0.042467,23.55,0.25258,1.15993,2.24756,straight,gentle
MVI_20035,33,133,1,133,468.56,461.6,0.9851,5.02,159.93,2.826,70.64,0.011005,0.005939,0.028623,0.079703,12.55,0.46308,1.40007,2.82698,straight,straight
MVI_20035,34,175,1,175,426.14,417.1,0.9788,158.61,431.15,2.174,54.35,0.026231,0.009642,0.073122,0.275219,3.63,0.55078,2.20582,4.42305,curved,sharp
MVI_20035,35,145,1,145,505.03,492.99,0.9762,20.47,327.55,2.403,60.08,0.034078,0.010771,0.083398,0.34198,2.92,0.84437,2.73981,5.95797,curved,gentle
MVI_20035,36,229,1,229,536.19,525.89,0.9808,97.71,535.96,1.596,39.91,0.042858,0.014339,0.122532,0.401324,2.49,0.68703,2.69694,5.72354,curved,sharp
MVI_20035,37,187,49,235,536.92,528.68,0.9847,21.67,373.87,1.803,45.08,0.035154,0.0099,0.106944,0.332052,3.01,0.67001,2.81923,4.58543,curved,gentle
MVI_20035,38,241,49,289,558.57,553.36,0.9907,18.8,390.85,1.368,34.21,0.033102,0.008779,0.104005,0.230317,4.34,0.47238,2.20907,4.04303,straight,gentle
MVI_20035,39,115,49,163,453.08,452.33,0.9983,4.38,55.48,2.484,62.09,0.00556,0.00184,0.016876,0.04374,22.86,0.16629,0.57877,0.78726,straight,straight
MVI_20035,40,211,85,295,543.41,533.72,0.9822,15.96,375.19,1.692,42.29,0.036536,0.008113,0.097956,0.573087,1.74,0.5462,2.15628,7.92667,straight,gentle
MVI_20035,41,253,91,343,539.35,532.62,0.9875,57.26,309.18,1.294,32.34,0.024043,0.009754,0.066684,0.184942,5.41,0.44903,1.49494,2.87002,curved,sharp
MVI_20035,42,145,91,235,424.04,421.63,0.9943,10.92,223.29,1.666,41.65,0.041593,0.006769,0.113898,0.525466,1.9,0.43641,2.09555,7.02065,straight,gentle
MVI_20035,43,229,103,331,543.06,531.31,0.9784,2.96,372.55,1.6,39.99,0.034907,0.013104,0.105948,0.352885,2.83,0.60251,1.86854,5.467,straight,straight
MVI_20035,44,265,121,385,517.83,510.18,0.9852,25.61,364.71,1.088,27.21,0.033452,0.015698,0.096218,0.504275,1.98,0.65067,1.77223,6.72388,curved,gentle
MVI_20035,45,211,151,361,453.89,450.36,0.9922,42.62,313.92,0.98,24.5,0.037716,0.010457,0.114302,0.320297,3.12,0.51019,2.14244,4.18129,curved,gentle
MVI_20035,46,259,157,415,583.65,571.3,0.9788,52.44,543.07,1.259,31.47,0.045849,0.013925,0.132749,0.505711,1.98,0.67802,2.33777,7.60703,curved,sharp
MVI_20035,47,211,217,427,457.88,452.99,0.9893,39.53,248.01,1.158,28.95,0.034593,0.010854,0.118647,0.312381,3.2,0.4234,1.62096,4.16222,curved,gentle
MVI_20035,48,217,241,457,552.56,545.31,0.9869,3.67,325.73,1.484,37.1,0.032956,0.010266,0.094391,0.279195,3.58,0.62074,1.81885,4.0476,straight,straight
MVI_20035,49,223,241,463,464.49,457.89,0.9858,9.18,313.04,1.154,28.85,0.032393,0.009829,0.090462,0.334104,2.99,0.38853,1.75935,6.70804,straight,straight
MVI_20035,50,217,259,475,570.42,564.12,0.989,1.89,306.83,1.494,37.34,0.029818,0.005957,0.08815,0.267822,3.73,0.38074,1.65018,3.69599,straight,straight
MVI_20035,51,524,277,800,619.68,543.34,0.8768,1.54,779.53,0.563,14.07,0.040884,0.020472,0.081703,0.54884,1.82,0.6366,1.85041,7.17746,curved,straight
MVI_20035,52,193,313,505,439.97,437.84,0.9951,5.56,265.78,1.355,33.89,0.028657,0.013587,0.075586,0.211036,4.74,0.56775,1.42529,3.03332,straight,straight
MVI_20035,53,187,349,535,555.0,551.1,0.993,76.46,239.51,1.715,42.89,0.018705,0.006193,0.054142,0.209031,4.78,0.35747,1.28792,2.85957,curved,sharp
MVI_20035,54,277,349,625,574.48,563.84,0.9815,7.83,566.02,0.883,22.08,0.050134,0.023133,0.129341,0.395637,2.53,0.74639,2.39785,5.39598,straight,straight
MVI_20035,55,169,397,565,579.55,575.75,0.9934,48.73,175.49,2.061,51.53,0.018483,0.006626,0.054303,0.152796,6.54,0.33218,1.23343,2.58085,curved,sharp
MVI_20035,56,241,421,661,583.13,570.55,0.9784,107.94,576.23,1.104,27.6,0.045646,0.01135,0.145061,0.345901,2.89,0.47283,2.38268,4.57757,curved,sharp
MVI_20035,57,127,481,607,414.25,412.01,0.9946,2.35,126.65,1.574,39.35,0.019479,0.00513,0.069621,0.153782,6.5,0.25177,1.91069,2.53836,straight,straight
MVI_20035,58,133,487,619,119.12,109.4,0.9184,67.12,326.31,0.739,18.47,0.067899,0.040867,0.181339,0.441268,2.27,0.86169,2.85739,5.7615,curved,sharp
MVI_20035,59,151,511,661,431.18,429.47,0.996,17.6,160.95,1.325,33.11,0.022379,0.009966,0.058026,0.168951,5.92,0.48338,1.38227,2.33764,straight,gentle
MVI_20035,60,241,511,751,579.82,573.96,0.9899,21.39,285.94,1.306,32.65,0.030587,0.007596,0.0826,0.386235,2.59,0.39129,1.55442,5.84898,curved,gentle
MVI_20035,61,187,535,721,453.78,447.89,0.987,28.22,335.63,1.154,28.84,0.034316,0.009392,0.102282,0.266376,3.75,0.44858,2.01109,3.80594,curved,gentle
MVI_20035,62,187,577,763,466.32,461.8,0.9903,58.67,260.04,1.185,29.62,0.026257,0.009726,0.081555,0.259614,3.85,0.38867,1.64222,3.70613,curved,sharp
MVI_20035,63,188,613,800,154.84,147.41,0.952,57.39,481.33,0.733,18.33,0.068499,0.04079,0.19976,0.395981,2.53,0.95814,2.9318,5.31876,curved,sharp
MVI_20035,64,176,625,800,220.73,217.54,0.9855,21.51,217.21,0.847,21.18,0.03657,0.016825,0.09468,0.311569,3.21,0.55292,1.6304,3.93086,curved,gentle
MVI_20035,65,1,800,800,0.0,0.0,,,,0.0,0.0,,,,,,,,,unknown,unknown
MVI_20051,1,43,1,43,240.87,239.56,0.9946,32.89,38.09,5.674,141.85,0.003422,0.00217,0.006482,0.016064,62.25,0.36405,0.85658,1.58668,curved,gentle
MVI_20051,2,73,1,73,419.83,415.97,0.9908,48.35,92.2,4.782,119.54,0.006472,0.004057,0.015738,0.031084,32.17,0.36076,1.52077,2.11903,curved,sharp
MVI_20051,3,133,1,133,412.52,408.68,0.9907,48.2,167.12,2.046,51.16,0.02103,0.009327,0.040101,0.255573,3.91,0.53355,1.29331,4.04046,curved,sharp
MVI_20051,4,175,1,175,460.33,423.92,0.9209,81.85,346.8,1.322,33.06,0.044113,0.011644,0.128997,0.476727,2.1,0.7729,2.74403,6.71206,curved,sharp
MVI_20051,5,223,1,223,418.24,336.31,0.8041,85.35,525.49,1.135,28.39,0.045274,0.029707,0.117037,0.242959,4.12,0.90366,2.82058,5.48832,curved,sharp
MVI_20051,6,259,19,277,461.99,438.5,0.9491,10.31,632.01,1.071,26.78,0.050392,0.018807,0.138125,0.392336,2.55,0.79542,2.66991,5.8729,curved,gentle
MVI_20051,7,157,49,205,405.84,399.01,0.9832,10.7,246.42,1.462,36.55,0.033406,0.014742,0.07278,0.519792,1.92,0.62038,1.63597,7.36306,straight,gentle
MVI_20051,8,265,67,331,484.91,455.97,0.9403,117.51,661.38,0.869,21.72,0.061027,0.017618,0.178083,0.466921,2.14,0.66313,2.94964,6.04673,curved,sharp
MVI_20051,9,235,73,307,557.52,524.0,0.9399,74.25,596.71,1.351,33.79,0.04051,0.013164,0.142085,0.341294,2.93,0.61959,2.76394,5.47303,curved,sharp
MVI_20051,10,193,91,283,409.53,397.67,0.971,39.33,398.55,1.073,26.82,0.042594,0.017249,0.118161,0.216058,4.63,0.75973,2.38897,8.66405,curved,gentle
MVI_20051,11,241,127,367,467.45,450.05,0.9628,51.8,642.31,1.139,28.48,0.043086,0.010182,0.120114,0.530543,1.88,0.47491,1.90808,7.54597,curved,sharp
MVI_20051,12,187,145,331,397.36,390.64,0.9831,62.83,350.42,1.282,32.06,0.034019,0.009792,0.103978,0.356041,2.81,0.39107,1.82168,4.76878,curved,sharp
MVI_20051,13,223,187,409,534.71,506.28,0.9468,76.03,395.04,1.369,34.22,0.037124,0.013197,0.069747,0.683954,1.46,0.59182,2.07024,8.62781,curved,sharp
MVI_20051,14,211,205,415,290.75,281.52,0.9683,22.73,449.83,1.342,33.55,0.051609,0.024964,0.135176,0.37321,2.68,0.78666,2.45133,5.74571,curved,gentle
MVI_20051,15,223,235,457,583.22,566.03,0.9705,65.82,328.31,1.219,30.47,0.026124,0.009247,0.078896,0.198671,5.03,0.46964,1.63983,3.47164,curved,sharp
MVI_20051,16,157,235,391,411.01,408.44,0.9937,11.35,224.6,1.62,40.49,0.027805,0.01174,0.075004,0.256704,3.9,0.46776,1.73402,4.0302,straight,gentle
MVI_20051,17,217,271,487,564.42,552.25,0.9784,38.82,303.37,1.688,42.2,0.020595,0.006418,0.070876,0.1449,6.9,0.35816,1.50535,2.98343,curved,gentle
MVI_20051,18,163,277,439,430.02,421.72,0.9807,194.08,455.96,1.415,35.37,0.039108,0.01249,0.090369,0.436166,2.29,0.58266,2.13444,5.61013,curved,sharp
MVI_20051,19,229,301,529,540.62,524.24,0.9697,53.9,521.56,1.046,26.15,0.042074,0.008656,0.130556,0.314196,3.18,0.50835,2.50827,4.01181,curved,sharp
MVI_20051,20,229,355,583,480.63,467.44,0.9726,11.11,232.98,1.155,28.86,0.028365,0.007069,0.085496,0.29284,3.41,0.34052,1.9889,4.1988,straight,gentle
MVI_20051,21,97,367,463,339.98,331.89,0.9762,41.74,178.01,2.764,69.11,0.018958,0.005964,0.053232,0.142198,7.03,0.55813,2.1123,4.4357,curved,gentle
MVI_20051,22,235,391,625,502.22,488.08,0.9719,8.38,254.92,1.234,30.86,0.020486,0.008123,0.054484,0.17544,5.7,0.4372,1.2872,2.62529,straight,straight
MVI_20051,23,259,391,649,564.55,537.05,0.9513,37.31,249.7,1.212,30.29,0.01838,0.008482,0.044475,0.256187,3.9,0.48191,1.29628,3.8167,curved,gentle
MVI_20051,24,247,439,685,510.33,485.41,0.9512,174.75,549.33,1.009,25.23,0.032058,0.010448,0.089363,0.29184,3.43,0.45954,1.62226,4.44661,curved,sharp
MVI_20051,25,199,439,637,428.12,416.81,0.9736,33.67,282.35,0.889,22.22,0.028728,0.007141,0.064654,0.33251,3.01,0.31324,1.19662,4.58271,curved,gentle
MVI_20051,26,193,487,679,443.15,437.95,0.9883,2.77,99.7,1.022,25.54,0.010598,0.004398,0.024445,0.139779,7.15,0.24702,0.65965,1.78946,straight,straight
MVI_20051,27,247,487,733,559.55,544.31,0.9728,72.34,319.16,1.168,29.21,0.036915,0.010595,0.107096,0.255514,3.91,0.55252,2.13835,3.39226,curved,sharp
MVI_20051,28,211,559,769,547.82,539.95,0.9856,62.12,284.88,1.586,39.65,0.022491,0.011483,0.06134,0.155113,6.45,0.5659,1.56753,2.44902,curved,sharp
MVI_20051,29,259,565,823,590.5,576.41,0.9761,1.83,269.46,1.213,30.32,0.01826,0.004698,0.048567,0.167162,5.98,0.40307,1.28718,2.21699,straight,straight
MVI_20051,30,247,619,865,564.85,545.17,0.9652,85.99,286.81,1.288,32.2,0.019369,0.007419,0.053435,0.175906,5.68,0.4091,1.18243,3.09679,curved,sharp
MVI_20051,31,181,625,805,457.72,456.13,0.9965,12.99,150.09,1.067,26.67,0.020644,0.003242,0.061017,0.138656,7.21,0.23249,1.22937,2.81087,straight,gentle
MVI_20051,32,133,643,775,322.98,317.18,0.982,63.03,169.86,2.051,51.29,0.017827,0.008893,0.03557,0.158421,6.31,0.45873,1.30837,3.0226,curved,sharp
MVI_20051,33,151,691,841,456.16,453.2,0.9935,7.85,113.3,1.553,38.82,0.011906,0.004204,0.026747,0.140785,7.1,0.30494,1.09521,2.09394,straight,straight
MVI_20051,34,115,715,829,286.05,281.47,0.984,30.37,116.46,1.936,48.4,0.010048,0.008424,0.024424,0.041229,24.25,0.29736,1.22926,2.61676,curved,gentle
MVI_20051,35,180,727,906,134.76,121.55,0.902,55.9,344.3,0.776,19.41,0.054745,0.036997,0.119447,0.284907,3.51,0.83303,2.48076,3.98581,curved,sharp
MVI_20051,36,139,727,865,425.92,419.3,0.9845,8.35,180.55,1.91,47.74,0.032056,0.004445,0.099072,0.247285,4.04,0.39076,2.02256,4.02425,straight,straight
MVI_20051,37,162,745,906,172.03,165.98,0.9648,3.18,209.93,0.746,18.64,0.034353,0.029139,0.068639,0.159838,6.26,0.64424,1.60213,2.55235,curved,straight
MVI_20051,38,162,745,906,85.35,65.45,0.7668,54.46,209.66,0.46,11.49,0.048766,0.029457,0.136113,0.324449,3.08,0.48625,1.85135,4.15165,static,static
MVI_20051,39,157,745,901,446.69,445.16,0.9966,21.96,81.26,1.424,35.6,0.010907,0.003869,0.030829,0.059758,16.73,0.23856,0.67418,1.26521,curved,gentle
MVI_20051,40,138,769,906,368.53,362.81,0.9845,19.01,195.79,1.56,38.99,0.02872,0.005548,0.10689,0.257053,3.89,0.27641,1.9514,3.37274,straight,gentle
MVI_20051,41,108,799,906,83.89,82.04,0.9779,64.05,171.2,0.719,17.98,0.038623,0.023587,0.082323,0.255811,3.91,0.55154,1.50498,3.22771,curved,sharp
MVI_20051,42,96,811,906,196.69,181.76,0.9241,57.94,203.79,1.891,47.27,0.036111,0.013913,0.102279,0.335096,2.98,0.48571,2.357,4.34393,curved,sharp
MVI_20051,43,78,829,906,32.05,28.16,0.8784,1.2,67.58,0.399,9.98,0.067361,0.066123,0.12687,0.13712,7.29,0.98133,2.25094,2.48355,static,static
MVI_20051,44,78,829,906,52.52,49.48,0.9421,28.18,71.19,0.72,17.99,0.031331,0.022871,0.060384,0.15769,6.34,0.42011,1.12092,1.99935,curved,gentle
MVI_20051,45,72,835,906,170.28,163.79,0.9619,34.52,83.85,2.25,56.26,0.010949,0.008646,0.021187,0.0541,18.48,0.34664,1.38797,3.47258,curved,gentle
MVI_20051,46,12,895,906,99.66,98.53,0.9887,29.92,29.92,8.95,223.76,0.00535,0.0055,0.006444,0.006462,154.76,1.22993,1.40507,1.40761,unknown,unknown
MVI_20051,47,12,895,906,54.56,54.56,1.0,1.01,1.01,4.966,124.15,0.000335,0.000323,0.000442,0.000478,2093.63,0.04007,0.04996,0.05258,unknown,unknown
MVI_20051,48,12,895,906,28.37,28.37,1.0,0.72,0.72,2.582,64.55,0.000463,0.000447,0.000606,0.00065,1537.53,0.02884,0.03582,0.03756,unknown,unknown
MVI_20051,49,6,901,906,0.69,0.69,1.0,,,0.139,3.47,,,,,,,,,unknown,unknown
MVI_20051,50,6,901,906,1.45,1.45,1.0,,,0.29,7.26,,,,,,,,,unknown,unknown
MVI_20051,51,906,1,906,265.7,38.99,0.1467,304.46,1450.38,0.236,5.9,0.041097,0.016127,0.134283,0.223142,4.48,0.25347,1.75799,2.96246,static,static
MVI_20052,1,61,1,61,375.09,373.31,0.9952,0.8,53.14,6.97,174.24,0.003111,0.003031,0.005449,0.006378,156.78,0.38499,0.93007,1.04625,straight,straight
MVI_20052,2,81,1,81,395.02,393.47,0.9961,25.71,54.25,4.381,109.52,0.003924,0.00163,0.010678,0.014916,67.04,0.1602,0.86209,1.55125,curved,gentle
MVI_20052,3,103,1,103,428.92,424.19,0.989,10.34,130.52,3.635,90.88,0.009423,0.004713,0.02633,0.055459,18.03,0.33942,1.57329,2.87552,straight,gentle
MVI_20052,4,694,1,694,171.06,17.84,0.1043,189.8,225.99,0.19,4.75,0.078804,0.066073,0.134352,0.160673,6.22,0.99375,1.84426,2.06521,static,static
MVI_20052,5,115,1,115,399.38,397.84,0.9961,1.62,96.75,2.813,70.33,0.01362,0.002721,0.033642,0.25795,3.88,0.20223,0.76554,3.34732,straight,straight
MVI_20052,6,139,1,139,515.48,508.67,0.9868,19.43,163.04,2.04,51.0,0.013007,0.003766,0.037076,0.102058,9.8,0.26827,1.3702,2.7627,straight,gentle
MVI_20052,7,193,1,193,490.15,483.09,0.9856,18.07,132.45,1.238,30.95,0.01571,0.006836,0.042125,0.097989,10.21,0.33472,0.86266,1.78024,straight,gentle
MVI_20052,8,319,1,319,540.6,517.23,0.9568,87.25,375.98,0.762,19.06,0.02462,0.008415,0.063416,0.216292,4.62,0.43541,1.39816,2.74768,curved,sharp
MVI_20052,9,139,1,139,311.99,309.93,0.9934,39.97,116.11,1.543,38.58,0.018127,0.005677,0.055558,0.122793,8.14,0.24068,1.15594,2.16966,curved,gentle
MVI_20052,10,139,1,139,263.77,261.92,0.993,25.33,159.45,1.491,37.27,0.02466,0.007724,0.059433,0.229545,4.36,0.39073,1.52195,3.24979,curved,gentle
MVI_20052,11,139,1,139,200.95,197.86,0.9846,10.1,265.89,1.221,30.53,0.038236,0.023192,0.088408,0.410648,2.44,0.80638,1.99995,8.92382,straight,gentle
MVI_20052,12,109,1,109,103.85,100.96,0.9722,48.49,171.59,0.814,20.34,0.0383,0.02856,0.09073,0.198662,5.03,0.71255,1.6293,2.5711,curved,sharp
MVI_20052,13,103,1,103,116.61,111.09,0.9527,6.66,117.74,0.771,19.27,0.035871,0.020187,0.083977,0.243581,4.11,0.77607,1.69001,3.10956,curved,straight
MVI_20052,14,151,19,169,501.38,495.52,0.9883,46.23,197.35,1.91,47.74,0.027771,0.004858,0.085169,0.391234,2.56,0.3661,1.55089,5.74041,curved,sharp
